name,type,website,headquarters,aliases,legal_entities,partners
Alliance Ventures,cvc,https://alliance-2022.com,,Alliance Ventures;Alliance,Alliance Ventures GmbH;Alliance Ventures LP,
Elevat3 Capital,vc,https://elevat3.vc,,Elevat3 Capital;Elevat3,Elevat3 Capital GmbH;Elevat3 Capital LP,Leon Sander;Emily Eisenblaetter;Marlon Braumann
Alkion Biopharma,cvc,https://alkion-biopharma.com,,Alkion Biopharma;Alkion,Alkion Biopharma GmbH,
Munich Venture Partners,vc,https://munichvp.com,,Munich Venture Partners;Munich,Munich Venture Partners GmbH;Munich Venture Partners LP,Isabelle Canu;Dr. Martin Kröner;Rolf Nagel;Julian Klaiber;Beatrice Böhm
The Yield Lab,vc,https://yieldlab.ie,,The Yield Lab,The Yield Lab GmbH,
VERSO Holdings NEW,vc,https://versoholdings.com,,VERSO Holdings NEW;VERSO,VERSO Holdings NEW GmbH,
Future Food Fund,vc,https://futurefoodfund.com,,Future Food Fund;Future,Future Food Fund GmbH,Silla Scheepens;Jaap Strengers
Rockstart AI,vc,https://rockstart.com,,Rockstart AI;Rockstart,Rockstart AI GmbH,Jonathan Moed;Elisabetta Sakiotis;Mark Durno;Veronica Fresneau;Madeline Lawrence
Anterra Capital,vc,https://anterracapital.com,,Anterra Capital;Anterra,Anterra Capital GmbH;Anterra Capital LP,Yorán Meijers;Kanupriya Rungta;Anneke Stelte;Adam Anders;Maarten Goossens
Aqua-Spark,vc,https://aqua-spark.nl,,Aqua-Spark,Aqua-Spark GmbH,Thomas Giehm;John Mairlot
ICOS Capital Management,vc,https://icoscapital.com,,ICOS Capital Management;ICOS,ICOS Capital Management GmbH;ICOS Capital Management LP,Karolina Wojtas;Ewelina Kuna Icos Capital
Aker Horizons,vc,https://akerhorizons.com,,Aker Horizons;Aker,Aker Horizons GmbH,
EV Private Equity,vc,https://evprivateequity.no,,EV Private Equity,EV Private Equity GmbH,
TD Veen,vc,https://tdveen.no,,TD Veen,TD Veen GmbH,
Statkraft Ventures,cvc,https://statkraftventures.com,,Statkraft Ventures;Statkraft,Statkraft Ventures GmbH;Statkraft Ventures LP,Yga Odette
Equinor,vc,https://equinor.com,,Equinor,Equinor GmbH,Mary Karunakaran;Pierre Hacquard;Tim Woodcock;Peter Zweigel
Seaya Ventures,vc,https://seayaventures.com,,Seaya Ventures;Seaya,Seaya Ventures GmbH;Seaya Ventures LP,Eugénie Cuny;Camilla Mazzolini;Carlos Fisch;Pablo Pedrejón;Aristotelis Xenofontos
BayWa r.e. Energy Ventures,cvc,https://energy-ventures.baywa-re.com,,BayWa r.e. Energy Ventures;BayWa,BayWa r.e. Energy Ventures GmbH;BayWa r.e. Energy Ventures LP,Iris Jensen
Crosslight Partners,vc,https://crosslightpartners.com,,Crosslight Partners;Crosslight,Crosslight Partners GmbH;Crosslight Partners LP,
Kale United,vc,https://kaleunited.com,,Kale United;Kale,Kale United GmbH,
Aravis Ventures,vc,https://aravis.ch,,Aravis Ventures;Aravis,Aravis Ventures GmbH;Aravis Ventures LP,
Energie360°,vc,https://energie360.ch,,Energie360°,Energie360° GmbH,
ABB,cvc,https://global.abb,,ABB,ABB GmbH,Mark Zwerner;Aki Mäenpää;Saif Malhem
Momenta,vc,https://momenta.one,,Momenta,Momenta GmbH,
Quadia,vc,https://quadia.ch,,Quadia,Quadia GmbH,
SE Ventures,cvc,https://se.ventures,,SE Ventures,SE Ventures GmbH;SE Ventures LP,
Beringea,vc,https://beringea.com,,Beringea,Beringea GmbH,Piotr Bukanski
Circularity Capital,vc,https://circularitycapital.com,,Circularity Capital;Circularity,Circularity Capital GmbH;Circularity Capital LP,Anders Brejner
Deepbridge Capital,vc,https://deepbridgecapital.com,,Deepbridge Capital;Deepbridge,Deepbridge Capital GmbH;Deepbridge Capital LP,
Forestay Capital SA,vc,https://forestaycapital.com,,Forestay Capital SA;Forestay,Forestay Capital SA GmbH;Forestay Capital SA LP,
The Origin Capital,vc,https://theorigincapital.com,,The Origin Capital,The Origin Capital GmbH;The Origin Capital LP,
BACKED VC,vc,https://backed.vc,,BACKED VC;BACKED,BACKED VC GmbH,Daisy Onubogu;Vinay Chaudhri;Andre Haes
Forward Partners,vc,https://forwardpartners.com,,Forward Partners;Forward,Forward Partners GmbH;Forward Partners LP,
Green Angel Syndicate,vc,https://greenangelsyndicate.com,,Green Angel Syndicate;Green,Green Angel Syndicate GmbH,Marco Hacon
Future Planet Capital,vc,https://futureplanetcapital.com,,Future Planet Capital;Future,Future Planet Capital GmbH;Future Planet Capital LP,Shruti Iyengar;Alex Shadbolt
SHIFT Invest,vc,https://shiftinvest.com,,SHIFT Invest;SHIFT,SHIFT Invest GmbH,Sophie Wevers;Jonas den Driesch;Bram Ledeboer;Thijs Gitmans;Florentine Fokma
Veg Capital,vc,https://vegcapital.co.uk,,Veg Capital,Veg Capital GmbH;Veg Capital LP,
Lever VC,vc,https://levervc.com,,Lever VC;Lever,Lever VC GmbH,
UK Home Office,government,https://gov.uk,,UK Home Office,UK Home Office GmbH,
Manta Ray Ventures,vc,https://mantaray.vc,,Manta Ray Ventures;Manta,Manta Ray Ventures GmbH;Manta Ray Ventures LP,Chris Sisserian;Lawrence Barclay
Goldacre,vc,https://goldacre.com,,Goldacre,Goldacre GmbH,Jonathan Hale;Juan Sanchez;Fionnuala Hogan
Matador Ventures,vc,https://matador-ventures.com,,Matador Ventures;Matador,Matador Ventures GmbH;Matador Ventures LP,
Molten Ventures,vc,https://moltenventures.com,,Molten Ventures;Molten,Molten Ventures GmbH;Molten Ventures LP,Vinoth Jayakumar;Jonathan Sibilia
QVentures,vc,https://qventures.co,,QVentures,QVentures GmbH;QVentures LP,
White Star Capital,vc,https://whitestarcapital.com,,White Star Capital;White,White Star Capital GmbH;White Star Capital LP,
Catalus Capital,vc,https://cataluscapital.com,,Catalus Capital;Catalus,Catalus Capital GmbH;Catalus Capital LP,
GGV Capital,vc,https://ggvc.com,,GGV Capital,GGV Capital GmbH;GGV Capital LP,
Norwest Venture Partners,vc,https://nvp.com,,Norwest Venture Partners;Norwest,Norwest Venture Partners GmbH;Norwest Venture Partners LP,Laura Thomas
Unovis Asset Management,vc,https://unovis.vc,,Unovis Asset Management;Unovis,Unovis Asset Management GmbH,Kim Odhner;Kristen Rocca
My Climate Journey Collective,vc,https://myclimatejourney.co,,My Climate Journey Collective,My Climate Journey Collective GmbH,Cody Simms;Thai Nguyen
Apollo Project,vc,https://apolloprojects.com,,Apollo Project;Apollo,Apollo Project GmbH,
Clear Current Capital,vc,https://clearcurrentcapital.com,,Clear Current Capital;Clear,Clear Current Capital GmbH;Clear Current Capital LP,
Collaborative Fund,vc,https://collaborativefund.com,,Collaborative Fund;Collaborative,Collaborative Fund GmbH,Mai Ly;Christopher Dowd;Andrew Montgomery;Guy Vidra;Sophie Bakalar
Future Ventures,vc,https://future.ventures,,Future Ventures;Future,Future Ventures GmbH;Future Ventures LP,
Blue Bear Capital,vc,https://bluebearcap.com,,Blue Bear Capital;Blue,Blue Bear Capital GmbH;Blue Bear Capital LP,
Be8 Ventures,vc,https://be8.vc,,Be8 Ventures,Be8 Ventures GmbH;Be8 Ventures LP,Philip Stark;Lena Brueggen
Princeville Capital,vc,https://princeville-capital.com,,Princeville Capital;Princeville,Princeville Capital GmbH;Princeville Capital LP,Emma Anderson;Martin Steinweg;Melanie Nakagawa;Eric Kosmowski;Scott Himmelberger
Sapphire Ventures,vc,https://sapphireventures.com,,Sapphire Ventures;Sapphire,Sapphire Ventures GmbH;Sapphire Ventures LP,Hillary Cook;Rico Mallozzi;Abhishek Lahoti;Charles Guo
TCV,vc,https://tcv.com,,TCV,TCV GmbH,Alberto Zenga;Leroy Lim;Amy Rees;Serhat Kizilboga
Verdane,vc,https://verdane.com,,Verdane,Verdane GmbH,Staffan Morndal;Maroje Guertl;Stine Jørgensen;Axel Elmqvist;Jonathan Bui
BCG Digital Ventures,vc,https://bcgdv.com,,BCG Digital Ventures,BCG Digital Ventures GmbH;BCG Digital Ventures LP,Bastian Faulhaber;Ana Almagro;Arndt Roller;Andre Heeg;Daniel Jarosch
Bethnal Green Ventures,vc,https://bethnalgreenventures.com,,Bethnal Green Ventures;Bethnal,Bethnal Green Ventures GmbH;Bethnal Green Ventures LP,Dama Sathianathan;Milly Shotter;Paul Miller;Rob Ellis
Atlantic Labs,vc,https://atlanticlabs.de,,Atlantic Labs;Atlantic,Atlantic Labs GmbH,Claudia Koerner;Christophe Maire;Bastian Bullmann;Kristen Rocca;Marla Rinne
Purple Orange Ventures,vc,https://purpleorange.com,,Purple Orange Ventures;Purple,Purple Orange Ventures GmbH;Purple Orange Ventures LP,Gary Lin
Revent,vc,https://revent.vc,,Revent,Revent GmbH,Otto Birnbaum;Lauren Lentz;Pascal Mies;Henrik Hokamp;Benedicte Audet
btov Partners,vc,https://btov.vc,,btov Partners;btov,btov Partners GmbH;btov Partners LP,Vanessa Gstettenbauer;Gerrit Jurilj;Helen Tacke;Jennifer Phan;Sven Eppert
Mustard Seed,vc,https://mustardseed.vc,,Mustard Seed;Mustard,Mustard Seed GmbH,Alex Pitt;Henry Wigan;Antonio Miguel
Project A Ventures,vc,https://project-a.com,,Project A Ventures;Project,Project A Ventures GmbH;Project A Ventures LP,Wencke Harder;Anton Waitz;Thies Sander;Nina Jetter;Florian Heinemann
Ring Capital,vc,https://ringcp.com,,Ring Capital;Ring,Ring Capital GmbH;Ring Capital LP,Daphné Gurs;Nicolas Celier;Fabiola Gnana;Laurent Babut;Charlotte Lafont
Earlybird Venture Capital,vc,https://earlybird.com,,Earlybird Venture Capital;Earlybird,Earlybird Venture Capital GmbH;Earlybird Venture Capital LP,Fabian Heilemann;Paul Klemm;Julius Rüßmann;Ferry Heilemann;Christian Nagel
Expon Capital,vc,https://exponcapital.com,,Expon Capital;Expon,Expon Capital GmbH;Expon Capital LP,Owen Reynolds;Lily Wang
Deutsche Biotechnologie Beteiligungs AG,vc,https://b-value.de,,Deutsche Biotechnologie Beteiligungs AG;Deutsche,Deutsche Biotechnologie Beteiligungs AG GmbH,Cornelia Bähr;Peter Kallien;Pelin Yilmaz;Georg Lentzen;Marie Kappen
For Good Ventures,vc,https://forgoodventures.com,,For Good Ventures,For Good Ventures GmbH;For Good Ventures LP,
468 Capital,vc,https://468cap.com,,468 Capital,468 Capital GmbH;468 Capital LP,Alexander Kudlich;Vlada Labzeyeva;Alex Samwer;Fabian Zilker;Ludwig Ensthaler
Congruent Ventures,vc,https://congruentvc.com,,Congruent Ventures;Congruent,Congruent Ventures GmbH;Congruent Ventures LP,
coparion,vc,https://coparion.vc,,coparion,coparion GmbH,Isabelle Canu;Stefan Martinez-Gonzalez;Alexander Lüttge;David Zimmer;Kevin Heidrich
Global Founders Capital,vc,https://globalfounders.vc,,Global Founders Capital;Global,Global Founders Capital GmbH;Global Founders Capital LP,Oliver Samwer;Levin Bunz;Ante Krsanac;Gerald Parloiu;Marius Evers
Lakestar,vc,https://lakestar.com,,Lakestar,Lakestar GmbH,Christoph Schuh;Julian Sharpe;Mathias Haniel;Aline Vedder;Hannah Ladwig
Porsche Ventures,cvc,https://porsche.ventures,,Porsche Ventures;Porsche,Porsche Ventures GmbH;Porsche Ventures LP,Dennis Levien;Felix Hagemeier;Dennis Levien;Patrick Huke;Robert Martin
Zouk Capital,vc,https://zouk.com,,Zouk Capital;Zouk,Zouk Capital GmbH;Zouk Capital LP,Francine Bourgeois
Andreessen Horowitz,vc,https://a16z.com,,Andreessen Horowitz;Andreessen,Andreessen Horowitz GmbH,Danielle Andrzejewski;Garrett Biel;Eric Dai;Van Le;Katherine Boyle
Cycle Group,vc,https://cycle-group.com,,Cycle Group;Cycle,Cycle Group GmbH,Dan Choon
Startup Basecamp,vc,https://startupbasecamp.org,,Startup Basecamp;Startup,Startup Basecamp GmbH,Guillaume De dorlodot;Oliver Yorke
Tonbo Impact Ventures,vc,https://tonboimpact.com,,Tonbo Impact Ventures;Tonbo,Tonbo Impact Ventures GmbH;Tonbo Impact Ventures LP,Refael Chen
Saxovent Ökologische Investments,vc,https://saxovent.de,,Saxovent Ökologische Investments;Saxovent,Saxovent Ökologische Investments GmbH,Benjamin Metzger;James Kurz;Xaver Kramer;Matthias Kittler;Felix Genze
Santanderam,pe,https://santanderam.com,,Santanderam,Santanderam GmbH,Gil Gil Santiago
Amathaon Capital Team UG,vc,https://amathaon.com,,Amathaon Capital Team UG;Amathaon,Amathaon Capital Team UG GmbH;Amathaon Capital Team UG LP,Borris Foerster
Kreos Capital,vc,https://kreoscapital.com,,Kreos Capital;Kreos,Kreos Capital GmbH;Kreos Capital LP,Ragna Landgren
InMotion Ventures,cvc,https://inmotionventures.com,,InMotion Ventures;InMotion,InMotion Ventures GmbH;InMotion Ventures LP,Oliver Fitz-Gibbon;Louis Fearn;Saman Nasrolahi
Adara Ventures,vc,https://adara.vc,,Adara Ventures;Adara,Adara Ventures GmbH;Adara Ventures LP,Ross Strachan;Alessandro Gambarotta
Bynd Venture Capital,vc,https://bynd.vc,,Bynd Venture Capital;Bynd,Bynd Venture Capital GmbH;Bynd Venture Capital LP,
Rakuten,cvc,https://rakuten.com,,Rakuten,Rakuten GmbH,Alec Fujii;Tomomi Kajihara;Oskar Miel
Highland Europe,vc,https://highlandeurope.com,,Highland Europe;Highland,Highland Europe GmbH,Abhishek Lahoti;William Quant
Kira Ventures,vc,https://kira.ventures,,Kira Ventures;Kira,Kira Ventures GmbH;Kira Ventures LP,Chema Guillamot
Citizen Capital,vc,https://citizencapital.fr,,Citizen Capital;Citizen,Citizen Capital GmbH;Citizen Capital LP,Laurence Mehaignerie;Benjamin Cuningham
Evonik Ventures,vc,https://venturing.evonik.com,,Evonik Ventures;Evonik,Evonik Ventures GmbH;Evonik Ventures LP,Wolfgang Nestel
National Grid Partners (NGP),vc,https://ngpartners.com,,National Grid Partners (NGP);National,National Grid Partners (NGP) GmbH;National Grid Partners (NGP) LP,
Banco de Investimento Global,vc,https://big.pt,,Banco de Investimento Global;Banco,Banco de Investimento Global GmbH,Joao Andrade;Rafik Shamsudin
Privilege Ventures,vc,https://privilege-ventures.com,,Privilege Ventures;Privilege,Privilege Ventures GmbH;Privilege Ventures LP,Lucian Wagner;Jacqueline Rüsch;Cesare Pezzini
Fundie Ventures,vc,https://fundie.ventures,,Fundie Ventures;Fundie,Fundie Ventures GmbH;Fundie Ventures LP,Stuart Minnaar
Monkfish Equity,vc,https://monkfish-equity.com,,Monkfish Equity;Monkfish,Monkfish Equity GmbH,Ole Peters
Team Global,vc,https://teamglobal.net,,Team Global;Team,Team Global GmbH,Lukasz Gadowski;Theresa Hoffmann
Telefonica,cvc,https://telefonica.com,,Telefonica,Telefonica GmbH,Sergio Valcarce;Jorge Salgado;Pablo Casquete;Alvaro Lopez;Victoria Navazo
Nuclio Venture Builder,vc,https://nuclio.com,,Nuclio Venture Builder;Nuclio,Nuclio Venture Builder GmbH,Alex Kalina;Savina Mañanes;Alberto Wicke
SK telecom Americas,cvc,https://skta.com,,SK telecom Americas,SK telecom Americas GmbH,Vincent Lui
Asterion,vc,https://asterion.co.uk,,Asterion,Asterion GmbH,
Daphni,vc,https://daphni.com,,Daphni,Daphni GmbH,Aurelie Van Peteghem;Sophie Champs;Marie Ferri;Shabir Vasram;NoName Roxanne@daphni.com
Generous Minds,vc,https://generous-minds.com,,Generous Minds;Generous,Generous Minds GmbH,Ronald Beuk;Jurek Hryniuk - GENEROUS MINDS;Sabine Beuk - GENEROUS MINDS;Petra Benes - GENEROUS MINDS;Jop Blom - GENEROUS MINDS
Milano Investment Partners,vc,https://milanoinvestment.com,,Milano Investment Partners;Milano,Milano Investment Partners GmbH;Milano Investment Partners LP,Edoardo Gava
Praesidium,vc,https://praesidium.eu,,Praesidium,Praesidium GmbH,
Engie New Ventures,cvc,https://engieventures.com,,Engie New Ventures;Engie,Engie New Ventures GmbH;Engie New Ventures LP,Laurent Rambaud;Johann Boukhors;Adrien Couton;Carlos Chalbaud
H.I. Capital,vc,https://hicapital.co,,H.I. Capital;H.I.,H.I. Capital GmbH;H.I. Capital LP,
Nabors Drilling,cvc,https://nabors.com,,Nabors Drilling;Nabors,Nabors Drilling GmbH,Guillermo Sierra;Donia Taiboubi;Blake Berkey
Anglo American,cvc,https://angloamerican.com,,Anglo American;Anglo,Anglo American GmbH,Steven Bolleurs;Dan Shafqat;Ayesha Iqbal;Ishaq Ahmad;Lina Arbeláez
TriplePoint Capital,vc,https://triplepointcapital.com,,TriplePoint Capital;TriplePoint,TriplePoint Capital GmbH;TriplePoint Capital LP,Sajal Srivastava
Korelya Capital,vc,https://korelyacapital.com,,Korelya Capital;Korelya,Korelya Capital GmbH;Korelya Capital LP,Loreley Mac Donald;Paul Degueuse;Grégoire Pontoizeau
Propel Capital,angel,https://sting.co,,Propel Capital;Propel,Propel Capital GmbH;Propel Capital LP,
Cleantech Business Angels,angel,https://cleantechbusinessangels.com,,Cleantech Business Angels;Cleantech,Cleantech Business Angels GmbH,
Ernie Chow / C3,angel,,,Ernie Chow / C3;Ernie,Ernie Chow / C3 GmbH,
CREO Syndicate,vc,https://creosyndicate.org,,CREO Syndicate;CREO,CREO Syndicate GmbH,Daniel Matross;Owen Loudon;Anna-Liisa Goggs;Regine Clement;Nataliya Magomedova
AngelList,angel,https://angel.co,,AngelList,AngelList GmbH,Thorben Schröder;AngelList Talent;P AngelList;Dave Zohrob;Angellist Portfolio
8090 Partners,vc,https://8090partners.com,,8090 Partners;8090,8090 Partners GmbH;8090 Partners LP,
EnVest,vc,https://envest.earth,,EnVest,EnVest GmbH,
AXA Venture Partners,cvc,https://axavp.com,,AXA Venture Partners,AXA Venture Partners GmbH;AXA Venture Partners LP,Raghav Agarwal
Evok Innovations,cvc,https://evokinnovations.com,,Evok Innovations;Evok,Evok Innovations GmbH,
Yara International,cvc,https://yara.com,,Yara International;Yara,Yara International GmbH,Björn Heinz;Stian Nygaard;George Crane;Erkki Aaltonen;George Roche
DOW,cvc,https://corporate.dow.com,,DOW,DOW GmbH,
WIND Ventures,cvc,https://windventures.vc,,WIND Ventures;WIND,WIND Ventures GmbH;WIND Ventures LP,
EEC Ventures,cvc,https://eecventures.com,,EEC Ventures,EEC Ventures GmbH;EEC Ventures LP,
HG Ventures,cvc,https://hgventures.com,,HG Ventures,HG Ventures GmbH;HG Ventures LP,
SCOR,cvc,https://scor.com,,SCOR,SCOR GmbH,Rousseau Laurent;Michele Lacroix;Foucart Vincent;Lercher Anne-Charlotte;Yun Wai-song
ELEWIT,cvc,https://elewit.ventures,,ELEWIT,ELEWIT GmbH,
National Grid Partners,cvc,https://ngpartners.com,,National Grid Partners;National,National Grid Partners GmbH;National Grid Partners LP,
Walbox,cvc,,,Walbox,Walbox GmbH,
Zeon Ventures,cvc,https://zeon.ventures,,Zeon Ventures;Zeon,Zeon Ventures GmbH;Zeon Ventures LP,Dennis Clark
The Westly Group,cvc,https://westlygroup.com,,The Westly Group,The Westly Group GmbH,Steve Westly
Constellation,cvc,https://constellation.com,,Constellation,Constellation GmbH,
Upper Stage Capital,vc,https://upperstage.capital,,Upper Stage Capital;Upper,Upper Stage Capital GmbH;Upper Stage Capital LP,
Greenside Capital,vc,https://greenside-capital.com,,Greenside Capital;Greenside,Greenside Capital GmbH;Greenside Capital LP,
NGP Energy Capital Management,vc,https://ngpenergycapital.com,,NGP Energy Capital Management,NGP Energy Capital Management GmbH;NGP Energy Capital Management LP,
SpaceFund,vc,https://spacefund.com,,SpaceFund,SpaceFund GmbH,
Valor Equity Partners,vc,https://valorep.com,,Valor Equity Partners;Valor,Valor Equity Partners GmbH;Valor Equity Partners LP,
Lightbird,vc,https://lightbird.vc,,Lightbird,Lightbird GmbH,Jasmin Heimann;Thuy-Linh Uong
Energy & Environment Investment,vc,https://ee-investment.jp,,Energy & Environment Investment;Energy,Energy & Environment Investment GmbH,
VSC,vc,https://vscventures.com,,VSC,VSC GmbH,
Impact Engine,vc,https://theimpactengine.com,,Impact Engine;Impact,Impact Engine GmbH,
Lime Rock New Energy,vc,https://lrnewenergy.com,,Lime Rock New Energy;Lime,Lime Rock New Energy GmbH,
Khosla Ventures,vc,https://khoslaventures.com,,Khosla Ventures;Khosla,Khosla Ventures GmbH;Khosla Ventures LP,Ben Hinshaw;Rajesh Swaminathan
Pillar VC,vc,https://pillar.vc,,Pillar VC;Pillar,Pillar VC GmbH,Katie Mulligan;Katie Okolita;Kendall Cook
VoLo Earth Ventures,vc,https://voloearth.com,,VoLo Earth Ventures;VoLo,VoLo Earth Ventures GmbH;VoLo Earth Ventures LP,Brett Clarke
Faraday Venture Partners,vc,https://faradayvp.com,,Faraday Venture Partners;Faraday,Faraday Venture Partners GmbH;Faraday Venture Partners LP,
TELUS,cvc,https://telus.com,,TELUS,TELUS GmbH,Adam Glinglin;Caroline Matte
Corner3 Ventures,vc,https://corner3.vc,,Corner3 Ventures;Corner3,Corner3 Ventures GmbH;Corner3 Ventures LP,
Horizons Ventures,vc,https://horizonsventures.com,,Horizons Ventures;Horizons,Horizons Ventures GmbH;Horizons Ventures LP,Bart Swanson
Aliment Capital (former Pontifax AgTech),vc,https://pontifaxagtech.com,,Aliment Capital (former Pontifax AgTech);Aliment,Aliment Capital (former Pontifax AgTech) GmbH;Aliment Capital (former Pontifax AgTech) LP,
Silicon Valley Bank,pe,https://svb.com,,Silicon Valley Bank;Silicon,Silicon Valley Bank GmbH,Kyra Silitch;Damian Polok
Regeneration.vc,vc,https://regeneration.vc,,Regeneration.vc,Regeneration.vc GmbH,Katie Hoffman;Olivia Dell;Michael Smith;Destana Herring
Jetstream,vc,https://jetstream.io,,Jetstream,Jetstream GmbH,Tommy Leep
Willow Creek Investment Group,vc,https://willowcreekig.com,,Willow Creek Investment Group;Willow,Willow Creek Investment Group GmbH,
2050 Capital,angel,https://2050cap.com,,2050 Capital;2050,2050 Capital GmbH;2050 Capital LP,
Virya,vc,https://virya.llc,,Virya,Virya GmbH,
Elaia,vc,https://elaia.com,,Elaia,Elaia GmbH,Louisa Mesnard;Saish Rane;Marc Rougier;Agathe Destruhaut;Gabriel Franz
Innovation Industries,vc,https://innovationindustries.com,,Innovation Industries;Innovation,Innovation Industries GmbH,Martijn van den Hul;Tom Van Vuren
Radicle Growth,vc,https://radicle.vc,,Radicle Growth;Radicle,Radicle Growth GmbH,
Caygan Capital,vc,https://caygan.com,,Caygan Capital;Caygan,Caygan Capital GmbH;Caygan Capital LP,
Vibe Capital,vc,https://vibe.vc,,Vibe Capital;Vibe,Vibe Capital GmbH;Vibe Capital LP,
Hummingbird Ventures,vc,https://hummingbird.vc,,Hummingbird Ventures;Hummingbird,Hummingbird Ventures GmbH;Hummingbird Ventures LP,Tess Van Stekelenburg;Lucas Four;Haya Hanna;Lukas Decoster;Teal Frost
Lightbank,vc,https://lightbank.com,,Lightbank,Lightbank GmbH,
Working Capital,vc,https://workingcapitalfund.com,,Working Capital;Working,Working Capital GmbH;Working Capital LP,
Anthropocene Ventures,vc,https://anthro.ventures,,Anthropocene Ventures;Anthropocene,Anthropocene Ventures GmbH;Anthropocene Ventures LP,Daniel Kriozere
2048 Ventures,vc,https://2048.vc,,2048 Ventures;2048,2048 Ventures GmbH;2048 Ventures LP,
Social Impact Capital,vc,https://social-impact-capital.com,,Social Impact Capital;Social,Social Impact Capital GmbH;Social Impact Capital LP,
Rhapsody Venture Partners,vc,https://rhapsodyvp.com,,Rhapsody Venture Partners;Rhapsody,Rhapsody Venture Partners GmbH;Rhapsody Venture Partners LP,Carsten Boers
Julian.capital,vc,https://julian.capital,,Julian.capital,Julian.capital GmbH,
Clean Energy Venture Group,vc,https://cevg.com,,Clean Energy Venture Group;Clean,Clean Energy Venture Group GmbH,
Mercia Asset Management,vc,https://mercia.co.uk,,Mercia Asset Management;Mercia,Mercia Asset Management GmbH,
VentureFriends,vc,https://venturefriends.vc,,VentureFriends,VentureFriends GmbH,Fivos Tsoukatos
Energy Capital Ventures,vc,https://energycapitalventures.com,,Energy Capital Ventures;Energy,Energy Capital Ventures GmbH;Energy Capital Ventures LP,Julie Greco
Shine Capital,vc,https://shine.vc,,Shine Capital;Shine,Shine Capital GmbH;Shine Capital LP,
Muus Asset Management,vc,https://muus.com,,Muus Asset Management;Muus,Muus Asset Management GmbH,Kavita Patel
Speciale Invest,vc,https://specialeinvest.com,,Speciale Invest;Speciale,Speciale Invest GmbH,
Route 66 Ventures,vc,https://route66ventures.com,,Route 66 Ventures;Route,Route 66 Ventures GmbH;Route 66 Ventures LP,
HSBC Asset Management,cvc,https://assetmanagement.hsbc.co.uk,,HSBC Asset Management;HSBC,HSBC Asset Management GmbH,
Toba Capital,vc,https://tobacapital.com,,Toba Capital;Toba,Toba Capital GmbH;Toba Capital LP,Vinny Smith;Wilder Ramsey
Floodgate,vc,https://floodgate.com,,Floodgate,Floodgate GmbH,
Masha Drokova,vc,https://dayoneventures.com,,Masha Drokova;Masha,Masha Drokova GmbH,
PRIME Impact Fund,vc,https://primeimpactfund.org,,PRIME Impact Fund;PRIME,PRIME Impact Fund GmbH,
Upheaval Investments,vc,https://upheavalinvestments.com,,Upheaval Investments;Upheaval,Upheaval Investments GmbH,
Fontinalis Partners,vc,https://fontinalis.com,,Fontinalis Partners;Fontinalis,Fontinalis Partners GmbH;Fontinalis Partners LP,
Schematic Ventures,vc,https://schematicventures.com,,Schematic Ventures;Schematic,Schematic Ventures GmbH;Schematic Ventures LP,
Spero Ventures,vc,https://spero.vc,,Spero Ventures;Spero,Spero Ventures GmbH;Spero Ventures LP,
UP Partners,vc,https://up.partners,,UP Partners,UP Partners GmbH;UP Partners LP,Ben Marcus;Ally Warson
Upfront Ventures,vc,https://upfront.com,,Upfront Ventures;Upfront,Upfront Ventures GmbH;Upfront Ventures LP,Lacey Hulsey
Scrum Ventures,vc,https://scrum.vc,,Scrum Ventures;Scrum,Scrum Ventures GmbH;Scrum Ventures LP,Michael Matsumura
PR Climate Studio,vc,https://climatecollective.net,,PR Climate Studio,PR Climate Studio GmbH,Brianna Welsh;Shristi Singhania;Pratap Raju;Ashwati Ramesh
Sciencevest,vc,https://sciencevest.com,,Sciencevest,Sciencevest GmbH,
Braemar Energy Ventures,vc,https://braemarenergy.com,,Braemar Energy Ventures;Braemar,Braemar Energy Ventures GmbH;Braemar Energy Ventures LP,
DBL Partners,vc,https://dblpartners.vc,,DBL Partners,DBL Partners GmbH;DBL Partners LP,
Prelude Ventures,vc,https://preludeventures.com,,Prelude Ventures;Prelude,Prelude Ventures GmbH;Prelude Ventures LP,Matt Eggers;Alexandra Harbour;Ashley Salk;Mark Cupta
Trailhead Capital,vc,https://trailheadcap.com,,Trailhead Capital;Trailhead,Trailhead Capital GmbH;Trailhead Capital LP,
Active Impact Investments,vc,https://activeimpactinvestments.com,,Active Impact Investments;Active,Active Impact Investments GmbH,
kineo finance,vc,https://kineofinance.com,,kineo finance;kineo,kineo finance GmbH,
Grand Ventures,vc,https://grandvcp.com,,Grand Ventures;Grand,Grand Ventures GmbH;Grand Ventures LP,
Gigaton Capital,vc,https://gigatoncapital.com,,Gigaton Capital;Gigaton,Gigaton Capital GmbH;Gigaton Capital LP,
Energy Foundry,vc,https://energyfoundry.com,,Energy Foundry;Energy,Energy Foundry GmbH,
Volta Energy Technologies,vc,https://volta.vc,,Volta Energy Technologies;Volta,Volta Energy Technologies GmbH,
Capital E,vc,https://cap-e.com,,Capital E;Capital,Capital E GmbH;Capital E LP,
Center Electric,vc,https://cen.vc,,Center Electric;Center,Center Electric GmbH,
ClearSky,vc,https://clear-sky.com,,ClearSky,ClearSky GmbH,
